"KO","taxonomy","Abundance_RPKs"
"K00001",NA,30.025907407
"K00001","g__Bifidobacterium.s__Bifidobacterium_bifidum",30.025907407
"K00001","g__Bifidobacterium.s__Bifidobacterium_longum",0
"K00001","unclassified",0
"K00002",NA,41.8831170812
"K00002","g__Blautia.s__Blautia_obeum",41.8831170812
"K00002","g__Blautia.s__Blautia_sp",0
"K00002","g__Blautia.s__Blautia_sp_AF19_10LB",0
"K00002","unclassified",0
"K00003",NA,791.8286511038
"K00003","g__Alistipes.s__Alistipes_shahii",301.3774985944
"K00003","g__Alistipes.s__Alistipes_timonensis",0
"K00003","g__Anaerostipes.s__Anaerostipes_hadrus",0
"K00003","g__Blautia.s__Blautia_obeum",0
"K00003","g__Blautia.s__Blautia_sp_AF19_10LB",0
"K00003","g__Campylobacter.s__Campylobacter_coli",0
"K00003","g__Cloacibacillus.s__Cloacibacillus_porcorum",0
"K00003","g__Comamonas.s__Comamonas_kerstersii",0
"K00003","g__Coprococcus.s__Coprococcus_eutactus",0
"K00003","g__Eubacterium.s__Eubacterium_eligens",21.4884377103
"K00003","g__Eubacterium.s__Eubacterium_hallii",0
"K00003","g__Lactobacillus.s__Lactobacillus_ruminis",0
"K00003","g__Roseburia.s__Roseburia_intestinalis",0
"K00003","g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum",327.3131774266
"K00003","g__Ruminococcus.s__Ruminococcus_champanellensis",0
"K00003","g__Streptococcus.s__Streptococcus_australis",0
"K00003","g__Streptococcus.s__Streptococcus_gordonii",0
"K00003","g__Streptococcus.s__Streptococcus_parasanguinis",10.5403830997
"K00003","g__Streptococcus.s__Streptococcus_salivarius",0
"K00003","g__Streptococcus.s__Streptococcus_sp_A12",0
"K00003","g__Veillonella.s__Veillonella_dispar",0
"K00003","g__Veillonella.s__Veillonella_infantium",0
"K00003","g__Veillonella.s__Veillonella_parvula",8.7088224438
"K00003","g__Veillonella.s__Veillonella_rogosae",2.6315789474
"K00003","unclassified",119.7687528816
"K00004",NA,12.1825808235
"K00004","g__Leuconostoc.s__Leuconostoc_garlicum",0
"K00004","g__Leuconostoc.s__Leuconostoc_lactis",0
"K00004","g__Rothia.s__Rothia_mucilaginosa",0
"K00004","g__Victivallales_unclassified.s__Victivallales_bacterium_CCUG_44730",0
"K00004","unclassified",12.1825808235
"K00005",NA,769.5476869355
"K00005","g__Blautia.s__Ruminococcus_torques",18.1043663472
"K00005","g__Citrobacter.s__Citrobacter_freundii",0
"K00005","g__Citrobacter.s__Citrobacter_portucalensis",0
"K00005","g__Cloacibacillus.s__Cloacibacillus_porcorum",0
"K00005","g__Collinsella.s__Collinsella_aerofaciens",67.9359562939
"K00005","g__Desulfovibrio.s__Desulfovibrio_fairfieldensis",0
"K00005","g__Enterobacter.s__Enterobacter_cloacae",0
"K00005","g__Escherichia.s__Escherichia_coli",0
"K00005","g__Escherichia.s__Escherichia_fergusonii",0
"K00005","g__Eubacterium.s__Eubacterium_hallii",10.5474116658
"K00005","g__Flavonifractor.s__Flavonifractor_plautii",0
"K00005","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00005","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00005","g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum",516.2639856883
"K00005","g__Ruminococcus.s__Ruminococcus_bicirculans",8.3625903791
"K00005","g__Ruminococcus.s__Ruminococcus_sp_CAG_579",0
"K00005","unclassified",148.3333765612
"K00008",NA,95.4881675428
"K00008","g__Anaerostipes.s__Anaerostipes_hadrus",0
"K00008","g__Flavonifractor.s__Flavonifractor_plautii",13.5990510447
"K00008","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00008","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00008","g__Parabacteroides.s__Parabacteroides_distasonis",81.8891164981
"K00008","unclassified",0
"K00009",NA,50.5389301084
"K00009","g__Anaerostipes.s__Anaerostipes_hadrus",8.0808080808
"K00009","g__Citrobacter.s__Citrobacter_freundii",0
"K00009","g__Citrobacter.s__Citrobacter_portucalensis",0
"K00009","g__Enterobacter.s__Enterobacter_cloacae",0
"K00009","g__Escherichia.s__Escherichia_coli",0
"K00009","g__Escherichia.s__Escherichia_fergusonii",0
"K00009","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00009","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00009","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00009","g__Klebsiella.s__Klebsiella_variicola",0
"K00009","g__Lactobacillus.s__Lactobacillus_salivarius",0
"K00009","g__Lactococcus.s__Lactococcus_garvieae",0
"K00009","g__Lactococcus.s__Lactococcus_lactis",0
"K00009","g__Lactococcus.s__Lactococcus_petauri",0
"K00009","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00009","g__Pantoea.s__Pantoea_sesami",0
"K00009","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00009","unclassified",42.4581220276
"K00010",NA,336.6518170069
"K00010","g__Alistipes.s__Alistipes_shahii",331.0053342872
"K00010","g__Anaerostipes.s__Anaerostipes_hadrus",0
"K00010","g__Blautia.s__Blautia_obeum",0
"K00010","g__Blautia.s__Blautia_sp",0
"K00010","g__Escherichia.s__Escherichia_coli",0
"K00010","g__Firmicutes_unclassified.s__Firmicutes_bacterium_AM10_47",0
"K00010","g__Haemophilus.s__Haemophilus_parainfluenzae",5.6464827197
"K00010","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00010","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00010","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00010","g__Klebsiella.s__Klebsiella_variicola",0
"K00010","unclassified",0
"K00012",NA,1040.0079449857
"K00012","g__Alistipes.s__Alistipes_shahii",348.6378049438
"K00012","g__Alistipes.s__Alistipes_timonensis",0
"K00012","g__Bacteroides.s__Bacteroides_cellulosilyticus",0
"K00012","g__Bacteroides.s__Bacteroides_dorei",245.7449125242
"K00012","g__Bacteroides.s__Bacteroides_fragilis",134.9455081487
"K00012","g__Bacteroides.s__Bacteroides_thetaiotaomicron",0
"K00012","g__Bacteroides.s__Bacteroides_vulgatus",0
"K00012","g__Blautia.s__Blautia_obeum",0
"K00012","g__Coprococcus.s__Coprococcus_eutactus",0
"K00012","g__Escherichia.s__Escherichia_coli",0
"K00012","g__Escherichia.s__Escherichia_fergusonii",0
"K00012","g__Faecalibacterium.s__Faecalibacterium_prausnitzii",0
"K00012","g__Fusobacterium.s__Fusobacterium_mortiferum",0
"K00012","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00012","g__Lactobacillus.s__Lactobacillus_salivarius",0
"K00012","g__Methanobrevibacter.s__Methanobrevibacter_smithii",0
"K00012","g__Methanosphaera.s__Methanosphaera_stadtmanae",0
"K00012","g__Odoribacter.s__Odoribacter_splanchnicus",162.7288328449
"K00012","g__Parabacteroides.s__Parabacteroides_distasonis",0
"K00012","g__Ruminococcus.s__Ruminococcus_bicirculans",14.8148148148
"K00012","g__Ruminococcus.s__Ruminococcus_champanellensis",0
"K00012","g__Ruminococcus.s__Ruminococcus_sp_CAG_382",0
"K00012","g__Streptococcus.s__Streptococcus_equinus",0
"K00012","g__Streptococcus.s__Streptococcus_infantarius",0
"K00012","g__Streptococcus.s__Streptococcus_lutetiensis",0
"K00012","g__Treponema.s__Treponema_succinifaciens",0
"K00012","unclassified",133.1360717093
"K00013",NA,1457.188371323
"K00013","g__Alistipes.s__Alistipes_shahii",323.5922492961
"K00013","g__Bacteroides.s__Bacteroides_cellulosilyticus",0
"K00013","g__Bacteroides.s__Bacteroides_dorei",310.8046495824
"K00013","g__Bacteroides.s__Bacteroides_faecichinchillae",10.5812336356
"K00013","g__Bacteroides.s__Bacteroides_fragilis",87.4930435075
"K00013","g__Bacteroides.s__Bacteroides_massiliensis",0
"K00013","g__Bacteroides.s__Bacteroides_thetaiotaomicron",12.2944095812
"K00013","g__Bacteroides.s__Bacteroides_vulgatus",0
"K00013","g__Bifidobacterium.s__Bifidobacterium_adolescentis",2.3980815348
"K00013","g__Bifidobacterium.s__Bifidobacterium_bifidum",60.5116647141
"K00013","g__Bifidobacterium.s__Bifidobacterium_longum",13.7861956646
"K00013","g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum",34.7195201687
"K00013","g__Blautia.s__Blautia_obeum",0
"K00013","g__Blautia.s__Blautia_sp",0
"K00013","g__Campylobacter.s__Campylobacter_coli",0
"K00013","g__Candidatus_Methanomethylophilus.s__Candidatus_Methanomethylophilus_alvus",0
"K00013","g__Coprococcus.s__Coprococcus_catus",0
"K00013","g__Escherichia.s__Escherichia_coli",0
"K00013","g__Escherichia.s__Escherichia_fergusonii",0
"K00013","g__Eubacterium.s__Eubacterium_eligens",11.0927614215
"K00013","g__Haemophilus.s__Haemophilus_parainfluenzae",0
"K00013","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00013","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00013","g__Lactobacillus.s__Lactobacillus_ruminis",0
"K00013","g__Lactococcus.s__Lactococcus_lactis",0
"K00013","g__Methanosphaera.s__Methanosphaera_stadtmanae",0
"K00013","g__Odoribacter.s__Odoribacter_splanchnicus",196.4711322049
"K00013","g__Parabacteroides.s__Parabacteroides_distasonis",82.5693216122
"K00013","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00013","g__Roseburia.s__Roseburia_intestinalis",0
"K00013","g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum",288.7038076724
"K00013","g__Ruminococcus.s__Ruminococcus_champanellensis",0
"K00013","g__Treponema.s__Treponema_succinifaciens",0
"K00013","g__Veillonella.s__Veillonella_denticariosi",0
"K00013","g__Veillonella.s__Veillonella_dispar",0
"K00013","g__Veillonella.s__Veillonella_parvula",13.2261651245
"K00013","g__Veillonella.s__Veillonella_rodentium",0
"K00013","g__Victivallales_unclassified.s__Victivallales_bacterium_CCUG_44730",0
"K00013","unclassified",8.9441356026
"K00014",NA,2490.0355951918
"K00014","g__Alistipes.s__Alistipes_shahii",288.6569528224
"K00014","g__Bacteroides.s__Bacteroides_caccae",32.9882412935
"K00014","g__Bacteroides.s__Bacteroides_cellulosilyticus",0
"K00014","g__Bacteroides.s__Bacteroides_clarus",1.675041876
"K00014","g__Bacteroides.s__Bacteroides_dorei",269.7798111221
"K00014","g__Bacteroides.s__Bacteroides_eggerthii",0
"K00014","g__Bacteroides.s__Bacteroides_faecichinchillae",17.8974190844
"K00014","g__Bacteroides.s__Bacteroides_finegoldii",0
"K00014","g__Bacteroides.s__Bacteroides_fragilis",12.0737849076
"K00014","g__Bacteroides.s__Bacteroides_intestinalis",0
"K00014","g__Bacteroides.s__Bacteroides_ovatus",138.784355768
"K00014","g__Bacteroides.s__Bacteroides_sp_CAG_754",0
"K00014","g__Bacteroides.s__Bacteroides_stercoris",0
"K00014","g__Bacteroides.s__Bacteroides_thetaiotaomicron",19.9710556906
"K00014","g__Bacteroides.s__Bacteroides_uniformis",660.1751011258
"K00014","g__Bacteroides.s__Bacteroides_vulgatus",0
"K00014","g__Bacteroides.s__Bacteroides_xylanisolvens",119.4909336643
"K00014","g__Campylobacter.s__Campylobacter_coli",0
"K00014","g__Coprococcus.s__Coprococcus_catus",0
"K00014","g__Coprococcus.s__Coprococcus_eutactus",0
"K00014","g__Dorea.s__Dorea_longicatena",0
"K00014","g__Escherichia.s__Escherichia_coli",0
"K00014","g__Escherichia.s__Escherichia_fergusonii",0
"K00014","g__Eubacterium.s__Eubacterium_eligens",0
"K00014","g__Faecalibacterium.s__Faecalibacterium_prausnitzii",308.303897782
"K00014","g__Fusobacterium.s__Fusobacterium_mortiferum",0
"K00014","g__Haemophilus.s__Haemophilus_influenzae",1.4947683109
"K00014","g__Haemophilus.s__Haemophilus_parainfluenzae",20.7662141326
"K00014","g__Haemophilus.s__Haemophilus_pittmaniae",0
"K00014","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00014","g__Lactobacillus.s__Lactobacillus_salivarius",0
"K00014","g__Lactococcus.s__Lactococcus_lactis",0
"K00014","g__Methanobrevibacter.s__Methanobrevibacter_smithii",0
"K00014","g__Methanosphaera.s__Methanosphaera_stadtmanae",0
"K00014","g__Odoribacter.s__Odoribacter_splanchnicus",177.7305774509
"K00014","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00014","g__Rothia.s__Rothia_mucilaginosa",0
"K00014","g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum",249.5796799198
"K00014","g__Streptococcus.s__Streptococcus_parasanguinis",0
"K00014","g__Streptococcus.s__Streptococcus_pneumoniae",3.0418268541
"K00014","unclassified",167.6259333868
"K00015",NA,12.1233387878
"K00015","unclassified",12.1233387878
"K00016",NA,273.2996922757
"K00016","g__Bifidobacterium.s__Bifidobacterium_adolescentis",2.4600246002
"K00016","g__Bifidobacterium.s__Bifidobacterium_bifidum",78.962183624
"K00016","g__Bifidobacterium.s__Bifidobacterium_longum",13.5485624519
"K00016","g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum",31.980323525
"K00016","g__Campylobacter.s__Campylobacter_coli",0
"K00016","g__Collinsella.s__Collinsella_aerofaciens",39.7275711407
"K00016","g__Coprococcus.s__Coprococcus_catus",0
"K00016","g__Eubacterium.s__Eubacterium_sp_CAG_841",0
"K00016","g__Lactobacillus.s__Lactobacillus_ruminis",0
"K00016","g__Lactobacillus.s__Lactobacillus_salivarius",0
"K00016","g__Lactococcus.s__Lactococcus_lactis",0
"K00016","g__Leuconostoc.s__Leuconostoc_garlicum",0
"K00016","g__Roseburia.s__Roseburia_intestinalis",0
"K00016","g__Ruminococcus.s__Ruminococcus_champanellensis",0
"K00016","g__Sneathia.s__Sneathia_amnii",0
"K00016","g__Streptococcus.s__Streptococcus_australis",0
"K00016","g__Streptococcus.s__Streptococcus_cristatus",1.1947431302
"K00016","g__Streptococcus.s__Streptococcus_equinus",0
"K00016","g__Streptococcus.s__Streptococcus_gordonii",1.1947431302
"K00016","g__Streptococcus.s__Streptococcus_mitis",0
"K00016","g__Streptococcus.s__Streptococcus_mutans",0
"K00016","g__Streptococcus.s__Streptococcus_parasanguinis",0
"K00016","g__Streptococcus.s__Streptococcus_pneumoniae",0
"K00016","g__Streptococcus.s__Streptococcus_salivarius",12.9292987842
"K00016","g__Streptococcus.s__Streptococcus_sp_A12",0
"K00016","g__Treponema.s__Treponema_succinifaciens",0
"K00016","unclassified",91.3022418891
"K00018",NA,428.4881770722
"K00018","g__Alistipes.s__Alistipes_shahii",221.4558020936
"K00018","g__Bacteroides.s__Bacteroides_cellulosilyticus",0
"K00018","g__Bacteroides.s__Bacteroides_fragilis",44.5339642554
"K00018","g__Blautia.s__Ruminococcus_torques",0
"K00018","g__Coprococcus.s__Coprococcus_catus",0
"K00018","g__Eubacterium.s__Eubacterium_hallii",42.8273564384
"K00018","g__Ruminococcus.s__Ruminococcus_bicirculans",18.4181967683
"K00018","g__Ruminococcus.s__Ruminococcus_champanellensis",0
"K00018","g__Treponema.s__Treponema_succinifaciens",0
"K00018","unclassified",101.2528575165
"K00024",NA,2776.5985793213
"K00024","g__Akkermansia.s__Akkermansia_muciniphila",0
"K00024","g__Alistipes.s__Alistipes_finegoldii",57.7681741335
"K00024","g__Alistipes.s__Alistipes_onderdonkii",136.7271847918
"K00024","g__Alistipes.s__Alistipes_putredinis",449.9098163485
"K00024","g__Alistipes.s__Alistipes_shahii",657.6698620188
"K00024","g__Alistipes.s__Alistipes_timonensis",0
"K00024","g__Bacteroides.s__Bacteroides_cellulosilyticus",0
"K00024","g__Bacteroides.s__Bacteroides_clarus",7.47028765
"K00024","g__Bacteroides.s__Bacteroides_dorei",338.8409267898
"K00024","g__Bacteroides.s__Bacteroides_eggerthii",0
"K00024","g__Bacteroides.s__Bacteroides_faecichinchillae",3.7878787879
"K00024","g__Bacteroides.s__Bacteroides_finegoldii",0
"K00024","g__Bacteroides.s__Bacteroides_fragilis",163.6644445516
"K00024","g__Bacteroides.s__Bacteroides_intestinalis",0
"K00024","g__Bacteroides.s__Bacteroides_massiliensis",0
"K00024","g__Bacteroides.s__Bacteroides_sp_CAG_754",0
"K00024","g__Bacteroides.s__Bacteroides_stercoris",3.5531162976
"K00024","g__Bacteroides.s__Bacteroides_thetaiotaomicron",7.403446227
"K00024","g__Bacteroides.s__Bacteroides_uniformis",703.6157852282
"K00024","g__Bacteroides.s__Bacteroides_vulgatus",0
"K00024","g__Campylobacter.s__Campylobacter_coli",0
"K00024","g__Catenibacterium.s__Catenibacterium_mitsuokai",0
"K00024","g__Citrobacter.s__Citrobacter_freundii",0
"K00024","g__Citrobacter.s__Citrobacter_portucalensis",0
"K00024","g__Citrobacter.s__Citrobacter_youngae",0
"K00024","g__Comamonas.s__Comamonas_kerstersii",0
"K00024","g__Enterobacter.s__Enterobacter_cancerogenus",0
"K00024","g__Enterobacter.s__Enterobacter_cloacae",0
"K00024","g__Escherichia.s__Escherichia_coli",0
"K00024","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00024","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00024","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00024","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00024","g__Klebsiella.s__Klebsiella_variicola",0
"K00024","g__Kluyvera.s__Kluyvera_ascorbata",0
"K00024","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00024","g__Methanosphaera.s__Methanosphaera_stadtmanae",0
"K00024","g__Pantoea.s__Pantoea_sesami",0
"K00024","g__Parabacteroides.s__Parabacteroides_distasonis",150.0222700871
"K00024","g__Parabacteroides.s__Parabacteroides_goldsteinii",96.1653864095
"K00024","g__Parabacteroides.s__Parabacteroides_johnsonii",0
"K00024","g__Parabacteroides.s__Parabacteroides_merdae",0
"K00024","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00024","unclassified",0
"K00027",NA,416.2537966396
"K00027","g__Candidatus_Methanomethylophilus.s__Candidatus_Methanomethylophilus_alvus",0
"K00027","g__Citrobacter.s__Citrobacter_freundii",0
"K00027","g__Citrobacter.s__Citrobacter_portucalensis",0
"K00027","g__Citrobacter.s__Citrobacter_youngae",0
"K00027","g__Enterobacter.s__Enterobacter_cloacae",0
"K00027","g__Escherichia.s__Escherichia_coli",0
"K00027","g__Escherichia.s__Escherichia_fergusonii",0
"K00027","g__Firmicutes_unclassified.s__Firmicutes_bacterium_AM10_47",0
"K00027","g__Fusobacterium.s__Fusobacterium_mortiferum",0
"K00027","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00027","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00027","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00027","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00027","g__Klebsiella.s__Klebsiella_variicola",0
"K00027","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00027","g__Pantoea.s__Pantoea_sesami",0
"K00027","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00027","g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum",302.2294996055
"K00027","unclassified",114.0242970341
"K00029",NA,318.3876447835
"K00029","g__Alistipes.s__Alistipes_shahii",308.693518951
"K00029","g__Alistipes.s__Alistipes_timonensis",0
"K00029","g__Barnesiella.s__Barnesiella_intestinihominis",0
"K00029","g__Butyricimonas.s__Butyricimonas_synergistica",0
"K00029","g__Campylobacter.s__Campylobacter_coli",0
"K00029","g__Citrobacter.s__Citrobacter_freundii",0
"K00029","g__Enterobacter.s__Enterobacter_cloacae",0
"K00029","g__Escherichia.s__Escherichia_coli",0
"K00029","g__Escherichia.s__Escherichia_fergusonii",0
"K00029","g__Haemophilus.s__Haemophilus_parainfluenzae",9.6941258325
"K00029","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00029","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00029","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00029","g__Klebsiella.s__Klebsiella_variicola",0
"K00029","g__Kluyvera.s__Kluyvera_ascorbata",0
"K00029","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00029","g__Pantoea.s__Pantoea_sesami",0
"K00029","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00029","g__Victivallales_unclassified.s__Victivallales_bacterium_CCUG_44730",0
"K00029","unclassified",0
"K00030",NA,134.8093091675
"K00030","g__Candidatus_Methanomethylophilus.s__Candidatus_Methanomethylophilus_alvus",0
"K00030","unclassified",134.8093091675
"K00031",NA,594.9311520689
"K00031","g__Bacteroides.s__Bacteroides_dorei",287.6904334874
"K00031","g__Bacteroides.s__Bacteroides_massiliensis",0
"K00031","g__Bacteroides.s__Bacteroides_vulgatus",0
"K00031","g__Campylobacter.s__Campylobacter_coli",0
"K00031","g__Citrobacter.s__Citrobacter_freundii",0
"K00031","g__Coprococcus.s__Coprococcus_catus",0
"K00031","g__Enterobacter.s__Enterobacter_cloacae",0
"K00031","g__Escherichia.s__Escherichia_coli",0
"K00031","g__Escherichia.s__Escherichia_fergusonii",0
"K00031","g__Eubacterium.s__Eubacterium_eligens",0
"K00031","g__Firmicutes_unclassified.s__Firmicutes_bacterium_AM10_47",0
"K00031","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00031","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00031","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00031","g__Lactococcus.s__Lactococcus_lactis",0
"K00031","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00031","g__Pantoea.s__Pantoea_sesami",0
"K00031","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00031","g__Roseburia.s__Roseburia_hominis",15.7913147469
"K00031","g__Roseburia.s__Roseburia_intestinalis",0
"K00031","g__Roseburia.s__Roseburia_inulinivorans",14.980353645
"K00031","g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum",234.6338344278
"K00031","g__Ruminococcus.s__Ruminococcus_bicirculans",11.2543506331
"K00031","g__Ruminococcus.s__Ruminococcus_champanellensis",0
"K00031","g__Ruminococcus.s__Ruminococcus_sp_CAG_579",0
"K00031","g__Streptococcus.s__Streptococcus_gordonii",4.7719089386
"K00031","g__Streptococcus.s__Streptococcus_salivarius",3.8204393505
"K00031","g__Treponema.s__Treponema_succinifaciens",0
"K00031","unclassified",21.9885168396
"K00033",NA,285.8136280036
"K00033","g__Bacteroides.s__Bacteroides_cellulosilyticus",0
"K00033","g__Bacteroides.s__Bacteroides_fragilis",123.8129218197
"K00033","g__Lactococcus.s__Lactococcus_lactis",0
"K00033","g__Leuconostoc.s__Leuconostoc_garlicum",0
"K00033","g__Leuconostoc.s__Leuconostoc_lactis",0
"K00033","g__Odoribacter.s__Odoribacter_splanchnicus",162.0007061839
"K00033","unclassified",0
"K00034",NA,5.3601358069
"K00034","unclassified",5.3601358069
"K00036",NA,408.0591669539
"K00036","g__Bacteroides.s__Bacteroides_cellulosilyticus",0
"K00036","g__Bacteroides.s__Bacteroides_dorei",258.5627873462
"K00036","g__Bacteroides.s__Bacteroides_fragilis",57.4850014374
"K00036","g__Bacteroides.s__Bacteroides_vulgatus",0
"K00036","g__Citrobacter.s__Citrobacter_portucalensis",0
"K00036","g__Enterobacter.s__Enterobacter_cloacae",0
"K00036","g__Escherichia.s__Escherichia_coli",0
"K00036","g__Escherichia.s__Escherichia_fergusonii",0
"K00036","g__Haemophilus.s__Haemophilus_influenzae",0.7490636704
"K00036","g__Haemophilus.s__Haemophilus_parainfluenzae",15.6429583029
"K00036","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00036","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00036","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00036","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00036","g__Klebsiella.s__Klebsiella_variicola",0
"K00036","g__Kluyvera.s__Kluyvera_ascorbata",0
"K00036","g__Lactococcus.s__Lactococcus_lactis",0
"K00036","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00036","g__Leuconostoc.s__Leuconostoc_garlicum",0
"K00036","g__Leuconostoc.s__Leuconostoc_lactis",0
"K00036","g__Pantoea.s__Pantoea_sesami",0
"K00036","g__Parabacteroides.s__Parabacteroides_distasonis",74.8702925266
"K00036","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00036","g__Streptococcus.s__Streptococcus_pneumoniae",0.7490636704
"K00036","unclassified",0
"K00040",NA,405.804923111
"K00040","g__Escherichia.s__Escherichia_coli",0
"K00040","g__Escherichia.s__Escherichia_fergusonii",0
"K00040","g__Faecalibacterium.s__Faecalibacterium_prausnitzii",355.5360019669
"K00040","g__Fusobacterium.s__Fusobacterium_mortiferum",0
"K00040","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00040","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00040","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00040","g__Roseburia.s__Roseburia_intestinalis",0
"K00040","g__Weissella.s__Weissella_cibaria",0
"K00040","unclassified",50.2689211441
"K00041",NA,2315.5109355083
"K00041","g__Alistipes.s__Alistipes_shahii",289.5580881379
"K00041","g__Alistipes.s__Alistipes_timonensis",0
"K00041","g__Bacteroides.s__Bacteroides_cellulosilyticus",0
"K00041","g__Bacteroides.s__Bacteroides_coprocola",317.2760612647
"K00041","g__Bacteroides.s__Bacteroides_dorei",281.2862123187
"K00041","g__Bacteroides.s__Bacteroides_fragilis",53.2296778768
"K00041","g__Bacteroides.s__Bacteroides_intestinalis",0
"K00041","g__Bacteroides.s__Bacteroides_nordii",0
"K00041","g__Bacteroides.s__Bacteroides_ovatus",53.1444902428
"K00041","g__Bacteroides.s__Bacteroides_plebeius",0
"K00041","g__Bacteroides.s__Bacteroides_salyersiae",0
"K00041","g__Bacteroides.s__Bacteroides_sp_CAG_530",0
"K00041","g__Bacteroides.s__Bacteroides_thetaiotaomicron",7.6276847094
"K00041","g__Bacteroides.s__Bacteroides_uniformis",625.6429139035
"K00041","g__Bacteroides.s__Bacteroides_vulgatus",0
"K00041","g__Bacteroides.s__Bacteroides_xylanisolvens",96.9611162439
"K00041","g__Catenibacterium.s__Catenibacterium_mitsuokai",0
"K00041","g__Citrobacter.s__Citrobacter_freundii",0
"K00041","g__Enterobacter.s__Enterobacter_cloacae",0
"K00041","g__Escherichia.s__Escherichia_coli",0
"K00041","g__Escherichia.s__Escherichia_fergusonii",0
"K00041","g__Faecalibacterium.s__Faecalibacterium_prausnitzii",425.5255994351
"K00041","g__Fusobacterium.s__Fusobacterium_mortiferum",0
"K00041","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00041","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00041","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00041","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00041","g__Klebsiella.s__Klebsiella_variicola",0
"K00041","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00041","unclassified",165.2590913755
"K00045",NA,234.4877675664
"K00045","g__Bacteroides.s__Bacteroides_fragilis",58.5232028505
"K00045","g__Bacteroides.s__Bacteroides_ovatus",37.2967107809
"K00045","g__Bacteroides.s__Bacteroides_xylanisolvens",138.667853935
"K00046",NA,77.4801660438
"K00046","g__Flavonifractor.s__Flavonifractor_plautii",0
"K00046","g__Roseburia.s__Roseburia_hominis",24.1787435302
"K00046","unclassified",53.3014225136
"K00048",NA,528.035793333
"K00048","g__Clostridiales_unclassified.s__Clostridiales_bacterium_KLE1615",16.8327748678
"K00048","g__Coprococcus.s__Coprococcus_eutactus",3.003003003
"K00048","g__Escherichia.s__Escherichia_coli",0
