"KO","taxonomy","Abundance_RPKs"
"K00048","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00048","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00048","g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum",264.102136302
"K00048","g__Treponema.s__Treponema_succinifaciens",0
"K00048","unclassified",244.0978791601
"K00052",NA,3121.3513667997
"K00052","g__Aggregatibacter.s__Aggregatibacter_segnis",0
"K00052","g__Alistipes.s__Alistipes_shahii",258.9302814056
"K00052","g__Alistipes.s__Alistipes_timonensis",0
"K00052","g__Anaerostipes.s__Anaerostipes_hadrus",12.7471616278
"K00052","g__Bacteroides.s__Bacteroides_caccae",31.6029847112
"K00052","g__Bacteroides.s__Bacteroides_cellulosilyticus",0
"K00052","g__Bacteroides.s__Bacteroides_clarus",8.7391916762
"K00052","g__Bacteroides.s__Bacteroides_coprocola",355.6181151079
"K00052","g__Bacteroides.s__Bacteroides_dorei",240.2992309235
"K00052","g__Bacteroides.s__Bacteroides_eggerthii",0
"K00052","g__Bacteroides.s__Bacteroides_faecichinchillae",16.4461674449
"K00052","g__Bacteroides.s__Bacteroides_finegoldii",0
"K00052","g__Bacteroides.s__Bacteroides_fragilis",150.8447858497
"K00052","g__Bacteroides.s__Bacteroides_intestinalis",0
"K00052","g__Bacteroides.s__Bacteroides_massiliensis",0
"K00052","g__Bacteroides.s__Bacteroides_nordii",0
"K00052","g__Bacteroides.s__Bacteroides_ovatus",65.7929917324
"K00052","g__Bacteroides.s__Bacteroides_plebeius",0
"K00052","g__Bacteroides.s__Bacteroides_salyersiae",0
"K00052","g__Bacteroides.s__Bacteroides_sp_CAG_530",0
"K00052","g__Bacteroides.s__Bacteroides_sp_CAG_754",0
"K00052","g__Bacteroides.s__Bacteroides_stercoris",0
"K00052","g__Bacteroides.s__Bacteroides_thetaiotaomicron",11.8971397752
"K00052","g__Bacteroides.s__Bacteroides_uniformis",713.3558781087
"K00052","g__Bacteroides.s__Bacteroides_vulgatus",0
"K00052","g__Bacteroides.s__Bacteroides_xylanisolvens",199.9128881438
"K00052","g__Bifidobacterium.s__Bifidobacterium_adolescentis",14.4968200524
"K00052","g__Bifidobacterium.s__Bifidobacterium_bifidum",18.0915576156
"K00052","g__Bifidobacterium.s__Bifidobacterium_longum",6.8027210884
"K00052","g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum",19.0133174998
"K00052","g__Campylobacter.s__Campylobacter_coli",0
"K00052","g__Candidatus_Methanomethylophilus.s__Candidatus_Methanomethylophilus_alvus",0
"K00052","g__Catenibacterium.s__Catenibacterium_mitsuokai",0
"K00052","g__Citrobacter.s__Citrobacter_freundii",0
"K00052","g__Citrobacter.s__Citrobacter_portucalensis",0
"K00052","g__Coprococcus.s__Coprococcus_catus",0
"K00052","g__Eggerthella.s__Eggerthella_lenta",0
"K00052","g__Enterobacter.s__Enterobacter_cloacae",0
"K00052","g__Escherichia.s__Escherichia_coli",0
"K00052","g__Escherichia.s__Escherichia_fergusonii",0
"K00052","g__Faecalibacterium.s__Faecalibacterium_prausnitzii",245.1280336533
"K00052","g__Haemophilus.s__Haemophilus_influenzae",4.3149946063
"K00052","g__Haemophilus.s__Haemophilus_parainfluenzae",13.9375289913
"K00052","g__Haemophilus.s__Haemophilus_pittmaniae",0
"K00052","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00052","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00052","g__Kluyvera.s__Kluyvera_ascorbata",0
"K00052","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00052","g__Methanosphaera.s__Methanosphaera_stadtmanae",0
"K00052","g__Odoribacter.s__Odoribacter_splanchnicus",171.152109572
"K00052","g__Pantoea.s__Pantoea_sesami",0
"K00052","g__Parabacteroides.s__Parabacteroides_distasonis",118.5888623058
"K00052","g__Parabacteroides.s__Parabacteroides_johnsonii",0
"K00052","g__Parabacteroides.s__Parabacteroides_merdae",0
"K00052","g__Parabacteroides.s__Parabacteroides_sp_CAG_409",0
"K00052","g__Roseburia.s__Roseburia_intestinalis",0
"K00052","g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum",309.6049257276
"K00052","g__Ruminococcus.s__Ruminococcus_bicirculans",12.7949568103
"K00052","g__Streptococcus.s__Streptococcus_australis",0
"K00052","g__Streptococcus.s__Streptococcus_equinus",0
"K00052","g__Streptococcus.s__Streptococcus_pneumoniae",5.5429261037
"K00052","g__Streptococcus.s__Streptococcus_salivarius",4.5045045045
"K00052","g__Streptococcus.s__Streptococcus_sp_A12",0
"K00052","g__Treponema.s__Treponema_succinifaciens",0
"K00052","unclassified",111.1912917619
"K00053",NA,1877.6810238056
"K00053","g__Akkermansia.s__Akkermansia_muciniphila",0
"K00053","g__Anaerostipes.s__Anaerostipes_hadrus",9.2258914951
"K00053","g__Bifidobacterium.s__Bifidobacterium_adolescentis",9.7946951109
"K00053","g__Bifidobacterium.s__Bifidobacterium_bifidum",104.6620059167
"K00053","g__Bifidobacterium.s__Bifidobacterium_longum",11.0729720989
"K00053","g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum",108.9013140301
"K00053","g__Campylobacter.s__Campylobacter_coli",0
"K00053","g__Candidatus_Methanomethylophilus.s__Candidatus_Methanomethylophilus_alvus",0
"K00053","g__Citrobacter.s__Citrobacter_freundii",0
"K00053","g__Citrobacter.s__Citrobacter_portucalensis",0
"K00053","g__Citrobacter.s__Citrobacter_youngae",0
"K00053","g__Comamonas.s__Comamonas_kerstersii",0
"K00053","g__Enterobacter.s__Enterobacter_cloacae",0
"K00053","g__Escherichia.s__Escherichia_coli",0
"K00053","g__Escherichia.s__Escherichia_fergusonii",0
"K00053","g__Eubacterium.s__Eubacterium_hallii",0
"K00053","g__Faecalibacterium.s__Faecalibacterium_prausnitzii",375.3312224803
"K00053","g__Faecalitalea.s__Faecalitalea_cylindroides",0
"K00053","g__Firmicutes_unclassified.s__Firmicutes_bacterium_AM10_47",0
"K00053","g__Flavonifractor.s__Flavonifractor_plautii",110.9729652772
"K00053","g__Fusobacterium.s__Fusobacterium_mortiferum",0
"K00053","g__Gemmiger.s__Gemmiger_formicilis",193.6955123909
"K00053","g__Haemophilus.s__Haemophilus_influenzae",0.7524454477
"K00053","g__Haemophilus.s__Haemophilus_parainfluenzae",17.9710650485
"K00053","g__Haemophilus.s__Haemophilus_pittmaniae",0
"K00053","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00053","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00053","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00053","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00053","g__Klebsiella.s__Klebsiella_variicola",0
"K00053","g__Kluyvera.s__Kluyvera_ascorbata",0
"K00053","g__Lawsonibacter.s__Lawsonibacter_asaccharolyticus",0
"K00053","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00053","g__Methanobrevibacter.s__Methanobrevibacter_smithii",0
"K00053","g__Methanosphaera.s__Methanosphaera_stadtmanae",0
"K00053","g__Pantoea.s__Pantoea_sesami",0
"K00053","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00053","g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum",338.7181429766
"K00053","g__Ruminococcus.s__Ruminococcus_bicirculans",27.242858314
"K00053","g__Streptococcus.s__Streptococcus_australis",0
"K00053","g__Streptococcus.s__Streptococcus_cristatus",0
"K00053","g__Streptococcus.s__Streptococcus_equinus",0
"K00053","g__Streptococcus.s__Streptococcus_gordonii",5.7273768614
"K00053","g__Streptococcus.s__Streptococcus_infantarius",0
"K00053","g__Streptococcus.s__Streptococcus_lutetiensis",0
"K00053","g__Streptococcus.s__Streptococcus_mitis",0
"K00053","g__Streptococcus.s__Streptococcus_parasanguinis",5.7273768614
"K00053","g__Streptococcus.s__Streptococcus_pneumoniae",7.5051105529
"K00053","g__Streptococcus.s__Streptococcus_salivarius",18.1632624921
"K00053","g__Streptococcus.s__Streptococcus_sp_A12",0
"K00053","g__Subdoligranulum.s__Subdoligranulum_sp_APC924_74",436.6867043811
"K00053","unclassified",95.53010207
"K00054",NA,9.7959346871
"K00054","g__Coprococcus.s__Coprococcus_catus",0
"K00054","g__Enterococcus.s__Enterococcus_hirae",0
"K00054","g__Leuconostoc.s__Leuconostoc_garlicum",0
"K00054","g__Sneathia.s__Sneathia_amnii",0
"K00054","g__Streptococcus.s__Streptococcus_salivarius",0
"K00054","unclassified",9.7959346871
"K00057",NA,1506.0253003524
"K00057","g__Alistipes.s__Alistipes_finegoldii",32.3563480813
"K00057","g__Alistipes.s__Alistipes_onderdonkii",34.6659347058
"K00057","g__Anaerostipes.s__Anaerostipes_hadrus",6.9005521751
"K00057","g__Bacteroides.s__Bacteroides_coprocola",312.7750578926
"K00057","g__Bacteroides.s__Bacteroides_dorei",223.2902101194
"K00057","g__Bacteroides.s__Bacteroides_massiliensis",0
"K00057","g__Bacteroides.s__Bacteroides_plebeius",0
"K00057","g__Bacteroides.s__Bacteroides_sp_CAG_530",0
"K00057","g__Bacteroides.s__Bacteroides_vulgatus",0
"K00057","g__Bifidobacterium.s__Bifidobacterium_longum",13.9298414557
"K00057","g__Blautia.s__Blautia_obeum",0
"K00057","g__Blautia.s__Ruminococcus_torques",0
"K00057","g__Campylobacter.s__Campylobacter_concisus",0
"K00057","g__Citrobacter.s__Citrobacter_freundii",0
"K00057","g__Citrobacter.s__Citrobacter_portucalensis",0
"K00057","g__Citrobacter.s__Citrobacter_youngae",0
"K00057","g__Coprococcus.s__Coprococcus_catus",0
"K00057","g__Coprococcus.s__Coprococcus_eutactus",0
"K00057","g__Enterobacter.s__Enterobacter_cloacae",0
"K00057","g__Enterobacter.s__Enterobacter_kobei",0
"K00057","g__Escherichia.s__Escherichia_coli",0
"K00057","g__Escherichia.s__Escherichia_fergusonii",0
"K00057","g__Eubacterium.s__Eubacterium_eligens",14.9893340899
"K00057","g__Eubacterium.s__Eubacterium_hallii",0
"K00057","g__Faecalitalea.s__Faecalitalea_cylindroides",0
"K00057","g__Fusobacterium.s__Fusobacterium_mortiferum",0
"K00057","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00057","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00057","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00057","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00057","g__Klebsiella.s__Klebsiella_variicola",0
"K00057","g__Kluyvera.s__Kluyvera_ascorbata",0
"K00057","g__Lachnospiraceae_unclassified.s__Eubacterium_rectale",0
"K00057","g__Lactobacillus.s__Lactobacillus_ruminis",0
"K00057","g__Lactobacillus.s__Lactobacillus_salivarius",0
"K00057","g__Lactococcus.s__Lactococcus_garvieae",0
"K00057","g__Lactococcus.s__Lactococcus_lactis",0
"K00057","g__Lactococcus.s__Lactococcus_petauri",0
"K00057","g__Pantoea.s__Pantoea_sesami",0
"K00057","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00057","g__Roseburia.s__Roseburia_intestinalis",0
"K00057","g__Rothia.s__Rothia_mucilaginosa",0
"K00057","g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum",359.2587869581
"K00057","g__Ruminococcus.s__Ruminococcus_champanellensis",0
"K00057","g__Streptococcus.s__Streptococcus_equinus",0
"K00057","g__Streptococcus.s__Streptococcus_parasanguinis",12.5769021089
"K00057","g__Streptococcus.s__Streptococcus_pneumoniae",12.4578884787
"K00057","g__Streptococcus.s__Streptococcus_salivarius",4.5663696197
"K00057","g__Treponema.s__Treponema_succinifaciens",0
"K00057","g__Veillonella.s__Veillonella_dispar",0
"K00057","g__Veillonella.s__Veillonella_parvula",9.4228504122
"K00057","g__Victivallales_unclassified.s__Victivallales_bacterium_CCUG_44730",0
"K00057","g__Weissella.s__Weissella_cibaria",0
"K00057","g__Weissella.s__Weissella_confusa",0
"K00057","unclassified",468.835224255
"K00058",NA,1280.1240916609
"K00058","g__Alistipes.s__Alistipes_shahii",358.3010535716
"K00058","g__Alistipes.s__Alistipes_timonensis",0
"K00058","g__Anaerostipes.s__Anaerostipes_hadrus",16.6332759137
"K00058","g__Bacteroides.s__Bacteroides_caccae",16.7075423496
"K00058","g__Bacteroides.s__Bacteroides_finegoldii",0
"K00058","g__Bacteroides.s__Bacteroides_fragilis",133.6967892729
"K00058","g__Bacteroides.s__Bacteroides_ovatus",116.9159833874
"K00058","g__Bacteroides.s__Bacteroides_sp_CAG_754",0
"K00058","g__Bacteroides.s__Bacteroides_thetaiotaomicron",9.0757578812
"K00058","g__Bacteroides.s__Bacteroides_xylanisolvens",1.2062726176
"K00058","g__Bifidobacterium.s__Bifidobacterium_adolescentis",8.4378881944
"K00058","g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum",34.0242591841
"K00058","g__Blautia.s__Ruminococcus_torques",0
"K00058","g__Candidatus_Methanomethylophilus.s__Candidatus_Methanomethylophilus_alvus",0
"K00058","g__Citrobacter.s__Citrobacter_freundii",0
"K00058","g__Citrobacter.s__Citrobacter_portucalensis",0
"K00058","g__Coprococcus.s__Coprococcus_catus",0
"K00058","g__Enterobacter.s__Enterobacter_cloacae",0
"K00058","g__Enterobacter.s__Enterobacter_roggenkampii",0
"K00058","g__Escherichia.s__Escherichia_coli",0
"K00058","g__Escherichia.s__Escherichia_fergusonii",0
"K00058","g__Flavonifractor.s__Flavonifractor_plautii",0
"K00058","g__Haemophilus.s__Haemophilus_influenzae",0
"K00058","g__Haemophilus.s__Haemophilus_parainfluenzae",7.3868882733
"K00058","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00058","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00058","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00058","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00058","g__Klebsiella.s__Klebsiella_variicola",0
"K00058","g__Kluyvera.s__Kluyvera_ascorbata",0
"K00058","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00058","g__Methanosphaera.s__Methanosphaera_stadtmanae",0
"K00058","g__Pantoea.s__Pantoea_sesami",0
"K00058","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00058","g__Roseburia.s__Roseburia_intestinalis",0
"K00058","g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum",350.593953604
"K00058","g__Ruminococcus.s__Ruminococcus_champanellensis",0
"K00058","g__Treponema.s__Treponema_succinifaciens",0
"K00058","unclassified",227.1444274111
"K00059",NA,1884.0249191315
"K00059","g__Anaerostipes.s__Anaerostipes_hadrus",16.9204737733
"K00059","g__Bacteroides.s__Bacteroides_cellulosilyticus",0
"K00059","g__Bacteroides.s__Bacteroides_coprocola",416.2687682113
"K00059","g__Bacteroides.s__Bacteroides_dorei",584.4347370053
"K00059","g__Bacteroides.s__Bacteroides_intestinalis",0
"K00059","g__Bacteroides.s__Bacteroides_massiliensis",0
"K00059","g__Bacteroides.s__Bacteroides_plebeius",0
"K00059","g__Bacteroides.s__Bacteroides_sp_CAG_144",0
"K00059","g__Bacteroides.s__Bacteroides_sp_CAG_530",0
"K00059","g__Bacteroides.s__Bacteroides_vulgatus",0
"K00059","g__Bifidobacterium.s__Bifidobacterium_bifidum",7.8616352201
"K00059","g__Bifidobacterium.s__Bifidobacterium_longum",15.7232704403
"K00059","g__Blautia.s__Blautia_obeum",0
"K00059","g__Blautia.s__Blautia_sp",0
"K00059","g__Blautia.s__Blautia_sp_AF19_10LB",0
"K00059","g__Campylobacter.s__Campylobacter_coli",0
"K00059","g__Campylobacter.s__Campylobacter_concisus",0
"K00059","g__Candidatus_Methanomethylophilus.s__Candidatus_Methanomethylophilus_alvus",0
"K00059","g__Citrobacter.s__Citrobacter_freundii",0
"K00059","g__Citrobacter.s__Citrobacter_portucalensis",0
"K00059","g__Collinsella.s__Collinsella_aerofaciens",89.4278339688
"K00059","g__Coprococcus.s__Coprococcus_catus",0
"K00059","g__Coprococcus.s__Coprococcus_eutactus",0
"K00059","g__Coprococcus.s__Coprococcus_sp_CAG_782",0
"K00059","g__Enterobacter.s__Enterobacter_cancerogenus",0
"K00059","g__Enterococcus.s__Enterococcus_hirae",0
"K00059","g__Escherichia.s__Escherichia_coli",0
"K00059","g__Eubacterium.s__Eubacterium_hallii",0
"K00059","g__Faecalibacterium.s__Faecalibacterium_prausnitzii",128.0030143502
"K00059","g__Faecalitalea.s__Faecalitalea_cylindroides",0
"K00059","g__Flavonifractor.s__Flavonifractor_plautii",0
"K00059","g__Fusobacterium.s__Fusobacterium_mortiferum",0
"K00059","g__Haemophilus.s__Haemophilus_influenzae",0
"K00059","g__Haemophilus.s__Haemophilus_parainfluenzae",6.7536741943
"K00059","g__Haemophilus.s__Haemophilus_pittmaniae",0
"K00059","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00059","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00059","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00059","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00059","g__Klebsiella.s__Klebsiella_variicola",0
"K00059","g__Kluyvera.s__Kluyvera_ascorbata",0
"K00059","g__Lachnoclostridium.s__Clostridium_saccharolyticum",0
"K00059","g__Lactobacillus.s__Lactobacillus_ruminis",0
"K00059","g__Lactococcus.s__Lactococcus_lactis",0
"K00059","g__Lactococcus.s__Lactococcus_petauri",0
"K00059","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00059","g__Leuconostoc.s__Leuconostoc_garlicum",0
"K00059","g__Pantoea.s__Pantoea_sesami",0
"K00059","g__Parabacteroides.s__Parabacteroides_distasonis",0
"K00059","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00059","g__Roseburia.s__Roseburia_intestinalis",0
"K00059","g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum",270.4550170781
"K00059","g__Ruminococcus.s__Ruminococcus_bicirculans",11.9658119658
"K00059","g__Ruminococcus.s__Ruminococcus_champanellensis",0
"K00059","g__Streptococcus.s__Streptococcus_equinus",0
"K00059","g__Streptococcus.s__Streptococcus_infantarius",0
"K00059","g__Streptococcus.s__Streptococcus_lutetiensis",0
"K00059","g__Streptococcus.s__Streptococcus_parasanguinis",3.4188034188
"K00059","g__Streptococcus.s__Streptococcus_pneumoniae",6.8376068376
"K00059","g__Streptococcus.s__Streptococcus_salivarius",8.1647513542
"K00059","g__Treponema.s__Treponema_succinifaciens",0
"K00059","g__Victivallales_unclassified.s__Victivallales_bacterium_CCUG_44730",0
"K00059","g__Victivallis.s__Victivallis_vadensis",0
"K00059","unclassified",317.7895213134
"K00065",NA,56.0694909935
"K00065","g__Blautia.s__Blautia_obeum",0
"K00065","g__Blautia.s__Ruminococcus_torques",0
"K00065","g__Citrobacter.s__Citrobacter_freundii",0
"K00065","g__Citrobacter.s__Citrobacter_portucalensis",0
"K00065","g__Enterobacter.s__Enterobacter_cloacae",0
"K00065","g__Escherichia.s__Escherichia_coli",0
"K00065","g__Fusobacterium.s__Fusobacterium_mortiferum",0
"K00065","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00065","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00065","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00065","g__Klebsiella.s__Klebsiella_variicola",0
"K00065","g__Kluyvera.s__Kluyvera_ascorbata",0
"K00065","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00065","g__Pantoea.s__Pantoea_sesami",0
"K00065","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00065","unclassified",56.0694909935
"K00067",NA,1122.8179759111
"K00067","g__Alistipes.s__Alistipes_shahii",333.561320872
"K00067","g__Anaerostipes.s__Anaerostipes_hadrus",0
"K00067","g__Bacteroides.s__Bacteroides_cellulosilyticus",0
"K00067","g__Bacteroides.s__Bacteroides_dorei",290.0851832597
"K00067","g__Bacteroides.s__Bacteroides_fragilis",167.4897692812
"K00067","g__Bacteroides.s__Bacteroides_thetaiotaomicron",17.090686411
"K00067","g__Bacteroides.s__Bacteroides_vulgatus",0
"K00067","g__Bacteroides.s__Bacteroides_xylanisolvens",97.3913076424
"K00067","g__Blautia.s__Blautia_obeum",0
"K00067","g__Blautia.s__Blautia_sp",0
"K00067","g__Blautia.s__Blautia_sp_AF19_10LB",0
"K00067","g__Coprococcus.s__Coprococcus_catus",0
"K00067","g__Desulfovibrio.s__Desulfovibrio_piger",23.7928366994
"K00067","g__Eubacterium.s__Eubacterium_hallii",0
"K00067","g__Fusobacterium.s__Fusobacterium_mortiferum",0
"K00067","g__Lactobacillus.s__Lactobacillus_ruminis",0
"K00067","g__Methanosphaera.s__Methanosphaera_stadtmanae",0
"K00067","g__Odoribacter.s__Odoribacter_splanchnicus",172.2672840121
"K00067","g__Roseburia.s__Roseburia_intestinalis",0
"K00067","g__Ruminococcus.s__Ruminococcus_champanellensis",0
"K00067","g__Treponema.s__Treponema_succinifaciens",0
"K00067","unclassified",21.1395877333
"K00068",NA,5.895374081
"K00068","g__Anaerostipes.s__Anaerostipes_hadrus",0
"K00068","g__Citrobacter.s__Citrobacter_freundii",0
"K00068","g__Citrobacter.s__Citrobacter_youngae",0
"K00068","g__Enterobacter.s__Enterobacter_cloacae",0
"K00068","g__Escherichia.s__Escherichia_coli",0
"K00068","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00068","g__Klebsiella.s__Klebsiella_variicola",0
"K00068","g__Lactobacillus.s__Lactobacillus_salivarius",0
"K00068","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00068","g__Pantoea.s__Pantoea_sesami",0
"K00068","unclassified",5.895374081
"K00074",NA,537.320725351
"K00074","g__Anaerostipes.s__Anaerostipes_hadrus",25.8018961668
"K00074","g__Blautia.s__Blautia_obeum",0
"K00074","g__Blautia.s__Ruminococcus_torques",0
"K00074","g__Coprococcus.s__Coprococcus_catus",0
"K00074","g__Escherichia.s__Escherichia_coli",0
"K00074","g__Eubacterium.s__Eubacterium_eligens",0
"K00074","g__Eubacterium.s__Eubacterium_hallii",28.7109564631
"K00074","g__Faecalibacterium.s__Faecalibacterium_prausnitzii",342.4068120539
