	0
C03546	yellow
G00054	yellow
C15801	yellow
C03547	yellow
C11638	blue
C01161	yellow
C05503	yellow
C00577	green
C21217	yellow
G00051	yellow
C20958	blue
C05993	green
C15816	yellow
C05690	yellow
C11554	yellow
C04734	green
G10557	blue
C01468	blue
C05273	yellow
C02934	yellow
C00643	yellow
C21486	yellow
C15795	yellow
C05598	yellow
G00071	yellow
C16237	green
C01514	yellow
C00636	green
C04043	yellow
C04525	yellow
G00119	yellow
G00042	yellow
G10504	yellow
C15650	yellow
C21203	yellow
G13038	yellow
C00847	yellow
C06397	blue
C22160	green
C02291	green
C14045	yellow
C00877	green
C08585	yellow
C12448	yellow
C05922	green
C09762	yellow
G00072	yellow
C05692	yellow
C05819	green
C00352	green
C00061	green
C00187	yellow
C05127	yellow
C00843	yellow
C00059	green
C22116	yellow
C20659	yellow
C16405	yellow
C07646	yellow
C16577	yellow
C18237	green
C04851	green
C04666	green
C15804	yellow
C12634	yellow
G10982	yellow
C00362	yellow
C01187	blue
G00125	yellow
C19787	blue
G00094	yellow
C18040	green
C05235	blue
C01286	blue
C02248	yellow
C02745	green
G13087	yellow
C15973	green
C00356	green
C08276	yellow
C03453	blue
C21172	yellow
G10622	yellow
C16560	yellow
C00040	green
G00255	yellow
C05581	yellow
G00017	yellow
G00024	yellow
C03150	green
G13039	green
C14851	yellow
C16374	yellow
C03461	yellow
C04377	green
C13747	yellow
C11829	yellow
C01242	green
C06032	green
C04295	yellow
C05775	blue
C06482	yellow
C04154	blue
C11148	yellow
C04938	yellow
C16756	yellow
C01024	green
C00364	green
G00020	yellow
G00089	yellow
C11523	yellow
C01219	blue
C11278	yellow
C05116	yellow
C00695	green
C03012	yellow
C02512	yellow
G00164	yellow
C16219	green
C21310	green
C04425	green
C05202	yellow
C00217	green
C21214	green
C14857	yellow
C00152	green
C05337	yellow
C04646	green
C00499	yellow
C01061	yellow
C00527	green
C06398	blue
C00178	green
C05924	green
C02477	yellow
C15966	yellow
C20694	yellow
C20374	green
C03998	yellow
C14855	yellow
C05485	yellow
C00363	green
C02483	yellow
C03363	green
C11854	yellow
C02863	yellow
C00550	yellow
C04752	green
C05778	yellow
C00887	blue
G00037	yellow
C19812	yellow
G12396	yellow
C06196	yellow
C14826	yellow
C01035	yellow
C19620	yellow
C04475	yellow
C00366	green
C15977	green
C19647	blue
C00206	green
C06024	green
C04257	green
C05817	green
C16578	yellow
G00115	yellow
C16631	green
C00509	green
C16635	yellow
C15602	blue
G00021	yellow
C02430	green
C16358	yellow
C04244	yellow
C01101	blue
C05381	green
G10597	yellow
C01132	green
C16341	yellow
C16630	yellow
G00047	yellow
C01953	yellow
C05200	yellow
C04281	green
C08580	yellow
C11641	yellow
C07585	yellow
C22121	yellow
C13550	yellow
C20120	yellow
C13712	yellow
C00454	green
C03511	green
C13508	yellow
C16681	yellow
C20258	green
C19764	yellow
C05437	yellow
C05345	green
C14823	yellow
C05360	yellow
C05340	yellow
C05694	yellow
C00269	green
C01143	yellow
C00669	green
C06377	blue
G00317	green
C12667	yellow
C00857	green
C04039	green
C00110	yellow
C04143	yellow
C19803	yellow
C20908	yellow
C05312	blue
C00388	green
C05949	yellow
C21485	blue
C00212	green
C18094	green
C01284	yellow
C05695	green
C02352	green
C00925	yellow
C00365	green
G10595	yellow
C18042	yellow
C08325	green
C00257	yellow
C11039	green
C20833	yellow
C00544	yellow
C00208	green
C00069	green
C04635	green
C06562	yellow
C06341	yellow
C03089	green
C00935	yellow
C06089	yellow
C14778	yellow
C02990	yellow
C20751	green
C00064	green
C00251	green
C00378	green
C00272	yellow
C03162	yellow
C20836	green
C21387	blue
C19489	yellow
C05898	green
C00323	yellow
C03845	yellow
C05212	yellow
C16610	yellow
C20784	yellow
C05271	green
C02050	yellow
C05432	yellow
C02964	blue
C14853	yellow
C00810	blue
C16837	yellow
C20454	yellow
G00112	yellow
C11869	yellow
C22851	yellow
C01921	yellow
C12455	green
G13177	blue
G10619	green
C00327	green
C20345	blue
C02992	green
C17231	green
G13035	yellow
C03972	green
C02679	green
C04840	yellow
G00016	yellow
C00084	green
C00430	yellow
C03974	yellow
C08492	yellow
G10665	green
C01801	green
C00010	green
C21386	blue
C17336	yellow
C01755	green
C22421	yellow
C00526	green
C05610	yellow
C16142	yellow
C00041	green
C16614	yellow
C00282	blue
C05544	yellow
C06062	yellow
C06222	yellow
C22458	green
C16618	green
C16243	blue
C00954	green
C00789	green
C00696	yellow
C22852	yellow
C06399	blue
C05414	yellow
C15486	yellow
G00113	yellow
C19770	blue
G13053	yellow
C00590	yellow
C14152	yellow
C20690	yellow
C00188	green
C05580	yellow
G00003	yellow
C01080	blue
C19566	yellow
C04349	blue
C20906	blue
C00957	green
C05356	yellow
C11827	blue
C04574	blue
C20377	green
C05130	yellow
C06006	green
C01212	blue
C00581	yellow
C00783	yellow
C17952	blue
C00543	yellow
C05906	yellow
C03205	yellow
C00266	green
C00761	yellow
C17938	yellow
C00644	blue
C17219	green
C01789	yellow
C14818	green
C14866	yellow
G11121	green
C00025	green
C14814	yellow
C11472	blue
C02035	yellow
C06124	yellow
C01115	yellow
C00334	green
G13153	yellow
C20764	yellow
C00267	green
C01645	blue
C10434	yellow
C00092	green
C02323	blue
C01234	yellow
C21509	yellow
C01177	green
C00259	green
C00944	green
C03345	green
C06001	yellow
C15783	yellow
G00154	yellow
C05840	green
C20236	blue
C20768	blue
C01203	yellow
C00033	green
G00083	yellow
C02305	yellow
C06408	blue
C15980	green
G00074	yellow
C14808	yellow
C02880	yellow
C02189	yellow
C11924	green
C22974	yellow
C04778	blue
C06503	blue
C06193	blue
C07330	yellow
C05269	green
C05904	yellow
C03742	green
C00951	yellow
C20935	yellow
C00116	green
C02165	yellow
C01595	green
C00295	green
C00894	green
C05332	yellow
C04751	blue
C21015	green
C16218	yellow
C00410	green
C02188	green
C02091	yellow
C04582	green
C05379	green
G13062	yellow
